label,config_id,restart_id,restart_seed,t_nuc_cluster,nucleated,p_seed,c_seed,seed_compactness,seed_rg,seed_perimeter,seed_perimeter_to_area,p_ordered_seed,c_ordered_seed,ordered_seed_compactness,ordered_seed_rg,ordered_seed_perimeter,ordered_seed_perimeter_to_area
1.05,3,2,1428392,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,3,1428429,197.4,1,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,4,1428466,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,5,1428503,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,6,1428540,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,7,1428577,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,8,1428614,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,9,1428651,266.1,1,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,10,1428688,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,11,1428725,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,12,1428762,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,13,1428799,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,14,1428836,249.6,1,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,15,1428873,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,4,0,1429327,238.3,1,0.067626953125,9.0,0.75,1.227262335243029,14.0,1.5555555555555556,0.0,0.0,0.0,,0.0,
1.05,4,1,1429364,,0,0.067626953125,9.0,0.75,1.227262335243029,14.0,1.5555555555555556,0.0,0.0,0.0,,0.0,
1.05,4,2,1429401,,0,0.067626953125,9.0,0.75,1.227262335243029,14.0,1.5555555555555556,0.0,0.0,0.0,,0.0,
1.05,4,3,1429438,88.7,1,0.067626953125,9.0,0.75,1.227262335243029,14.0,1.5555555555555556,0.0,0.0,0.0,,0.0,
1.05,4,4,1429475,190.20000000000002,1,0.067626953125,9.0,0.75,1.227262335243029,14.0,1.5555555555555556,0.0,0.0,0.0,,0.0,
1.05,4,5,1429512,285.5,1,0.067626953125,9.0,0.75,1.227262335243029,14.0,1.5555555555555556,0.0,0.0,0.0,,0.0,
1.05,4,6,1429549,140.3,1,0.067626953125,9.0,0.75,1.227262335243029,14.0,1.5555555555555556,0.0,0.0,0.0,,0.0,
1.05,4,7,1429586,,0,0.067626953125,9.0,0.75,1.227262335243029,14.0,1.5555555555555556,0.0,0.0,0.0,,0.0,
