model,init_mode,N,dx,dt,tmax,preeq_steps,a_f,b,c,D_f,label,a_i,D_i,sample_id,phi_b,phi_s,ordered_threshold,q_threshold,ordered_fraction_threshold,cluster_threshold,p_seed,c_seed,p_ordered_seed,c_ordered_seed,seed_compactness,seed_bbox_area,seed_rg,ordered_seed_compactness,ordered_seed_bbox_area,ordered_seed_rg,t_nuc_area,t_nuc_cluster,t_tr
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,7,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.102294921875,30.0,0.0,0.0,0.30303030303030304,99.0,3.37326086878689,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,8,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.084716796875,15.0,0.0,0.0,0.5,30.0,1.8306040290327974,0.0,0.0,nan,171.0,172.70000000000002,217.70901196213217
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,9,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.085693359375,16.0,0.0,0.0,0.6666666666666666,24.0,1.818954026356906,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,10,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.089599609375,10.0,0.0,0.0,0.6666666666666666,15.0,1.449137674618944,0.0,0.0,nan,95.9,97.2,144.1980086305369
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,11,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0810546875,11.0,0.0,0.0,0.36666666666666664,30.0,2.0610516452281153,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,12,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.080322265625,10.0,0.0,0.0,0.8333333333333334,12.0,1.3416407864998738,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,13,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.083984375,14.0,0.0,0.0,0.56,25.0,1.7971065179155894,0.0,0.0,nan,100.5,105.2,143.65572945080925
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,14,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.087158203125,10.0,0.0,0.0,0.625,16.0,1.3892443989449805,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,15,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08984375,9.0,0.0,0.0,0.75,12.0,1.2957670877434002,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,16,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.083251953125,24.0,0.0,0.0,0.4444444444444444,54.0,2.5110865288865605,0.0,0.0,nan,220.5,223.5,267.93322736905844
